編號,成語,注音,漢語拼音
3224.0,心搖膽戰,ㄒㄧㄣ　ㄧㄠˊ　ㄉㄢˇ　ㄓㄢˋ,xīn yáo dǎn zhàn
3225.0,心飛肉跳,ㄒㄧㄣ　ㄈㄟ　ㄖㄡˋ　ㄊㄧㄠˋ,xīn fēi ròu tiào
3226.0,心戰膽栗,ㄒㄧㄣ　ㄓㄢˋ　ㄉㄢˇ　ㄌㄧˋ,xīn zhàn dǎn lì
3227.0,心腸鐵石,ㄒㄧㄣ　ㄔㄤˊ　ㄊㄧㄝˇ　ㄕˊ,xīn cháng tiě shí
3228.0,心腹相照,ㄒㄧㄣ　ㄈㄨˋ　ㄒㄧㄤ　ㄓㄠˋ,xīn fù xiāng zhào
3229.0,心宰理得,ㄒㄧㄣ　ㄗㄞˇ　ㄌㄧˇ　ㄉㄜˊ,xīn zǎi lǐ dé
3230.0,心定理得,ㄒㄧㄣ　ㄉㄧㄥˋ　ㄌㄧˇ　ㄉㄜˊ,xīn dìng lǐ dé
3231.0,心滿意愜,ㄒㄧㄣ　ㄇㄢˇ　ㄧˋ　ㄑㄧㄝˋ,xīn mǎn yì qiè
3232.0,心愜意滿,ㄒㄧㄣ　ㄑㄧㄝˋ　ㄧˋ　ㄇㄢˇ,xīn qiè yì mǎn
3233.0,心煩意悶,ㄒㄧㄣ　ㄈㄢˊ　ㄧˋ　ㄇㄣ,xīn fán yì mēn
3234.0,心平德和,ㄒㄧㄣ　ㄆㄧㄥˊ　ㄉㄜˊ　ㄏㄜˊ,xīn píng dé hé
3235.0,心平氣舒,ㄒㄧㄣ　ㄆㄧㄥˊ　ㄑㄧˋ　ㄕㄨ,xīn píng qì shū
3236.0,業業兢兢,ㄧㄝˋ　ㄧㄝˋ　ㄐㄧㄥ　ㄐㄧㄥ,yè yè jīng jīng
3237.0,心煩意躁,ㄒㄧㄣ　ㄈㄢˊ　ㄧˋ　ㄗㄠˋ,xīn fán yì zào
3238.0,心安理當,ㄒㄧㄣ　ㄢ　ㄌㄧˇ　ㄉㄤ,xīn ān lǐ dāng
3239.0,浪靜風平,ㄌㄤˋ　ㄐㄧㄥˋ　ㄈㄥ　ㄆㄧㄥˊ,làng jìng fēng píng
3240.0,心靈福至,ㄒㄧㄣ　ㄌㄧㄥˊ　ㄈㄨˊ　ㄓˋ,xīn líng fú zhì
3241.0,活虎生龍,ㄏㄨㄛˊ　ㄏㄨˇ　ㄕㄥ　ㄌㄨㄥˊ,huó hǔ shēng lóng
3242.0,心非口是,ㄒㄧㄣ　ㄈㄟ　ㄎㄡˇ　ㄕˋ,xīn fēi kǒu shì 
3243.0,心移神曠,ㄒㄧㄣ　ㄧˊ　ㄕㄣˊ　ㄎㄨㄤˋ,xīn yí shén kuàng
3244.0,試牛刀,ㄕˋ　ㄋㄧㄡˊ　ㄉㄠ,shì niú dāo
3245.0,壯氣橫秋,ㄓㄨㄤˋ　ㄑㄧˋ　ㄏㄥˊ　ㄑㄧㄡ,zhuàng qì héng qiū 
3246.0,連宵達旦,ㄌㄧㄢˊ　ㄒㄧㄠ　ㄉㄚˊ　ㄉㄢˋ,lián xiāo dá dàn
3247.0,為山止簣,ㄨㄟˊ　ㄕㄢ　ㄓˇ　ㄎㄨㄟˋ,wéi shān zhǐ kuì
3248.0,連城之價,ㄌㄧㄢˊ　ㄔㄥˊ　ㄓ　ㄐㄧㄚˋ,lián chéng zhī jià
3249.0,邊幅不修,ㄅㄧㄢ　ㄈㄨˊ　ㄅㄨˋ　ㄒㄧㄡ,biān fú bù xiū
3250.0,為小妨大,ㄨㄟˋ　ㄒㄧㄠˇ　ㄈㄤˊ　ㄉㄚˋ,wèi xiǎo fáng dà
3251.0,過自菲薄,ㄍㄨㄛˋ　ㄗˋ　ㄈㄟˇ　ㄅㄛˊ,guò zì fěi bó
3252.0,計較錙銖,ㄐㄧˋ　ㄐㄧㄠˋ　ㄗ　ㄓㄨ,jì jiào zī zhū
3253.0,為之奈何,ㄨㄟˋ　ㄓ　ㄋㄞˋ　ㄏㄜˊ,wèi zhī nài hé
3254.0,造車合轍,ㄗㄠˋ　ㄐㄩ　ㄏㄜˊ　ㄓㄜˊ,zào jū hé zhé
3255.0,漠不關情,ㄇㄛˋ　ㄅㄨˋ　ㄍㄨㄢ　ㄑㄧㄥˊ,mò bù guān qíng
3256.0,洪濤駭浪,ㄏㄨㄥˊ　ㄊㄠˊ　ㄏㄞˋ　ㄌㄤˋ,hóng táo hài làng
3257.0,過市招搖,ㄍㄨㄛˋ　ㄕˋ　ㄓㄠ　ㄧㄠˊ,guò shì zhāo yáo
3258.0,襟捉肘露,ㄐㄧㄣ　ㄓㄨㄛ　ㄓㄡˇ　ㄌㄨˋ,jīn zhuō zhǒu lù
3259.0,達旦通宵,ㄉㄚˊ　ㄉㄢˋ　ㄊㄨㄥ　ㄒㄧㄠ,dá dàn tōng xiāo
3260.0,頭蓬面垢,ㄊㄡˊ　ㄆㄥˊ　ㄇㄧㄢˋ　ㄍㄡˋ,tóu péng miàn gòu
3261.0,婆心苦口,ㄆㄛˊ　ㄒㄧㄣ　ㄎㄨˇ　ㄎㄡˇ,pó xīn kǔ kǒu
3262.0,凌雲意氣,ㄌㄧㄥˊ　ㄩㄣˊ　ㄧˋ　ㄑㄧˋ,líng yún yì qì
3263.0,過望之喜,ㄍㄨㄛˋ　ㄨㄤˋ　ㄓ　ㄒㄧˇ,guò wàng zhī xǐ
3264.0,淋漓透徹,ㄌㄧㄣˊ　ㄌㄧˊ　ㄊㄡˋ　ㄔㄜˋ,lín lí tòu chè
3265.0,沐猴冠,ㄇㄨˋ　ㄏㄡˊ　ㄍㄨㄢ,mù hóu guān
3266.0,滿面生春,ㄇㄢˇ　ㄇㄧㄢˋ　ㄕㄥ　ㄔㄨㄣ,mǎn miàn shēng chūn
3267.0,訛以傳訛,ㄜˊ　ㄧˇ　ㄔㄨㄢˊ　ㄜˊ,é yǐ chuán é
3268.0,潛心積慮,ㄑㄧㄢˊ　ㄒㄧㄣ　ㄐㄧ　ㄌㄩˋ,qián xīn jī lǜ
3269.0,淋漓痛快,ㄌㄧㄣˊ　ㄌㄧˊ　ㄊㄨㄥˋ　ㄎㄨㄞˋ,lín lí tòng kuài
3270.0,計深慮遠,ㄐㄧˋ　ㄕㄣ　ㄌㄩˋ　ㄩㄢˇ,jì shēn lǜ yuǎn
3271.0,謀深慮遠,ㄇㄡˊ　ㄕㄣ　ㄌㄩˋ　ㄩㄢˇ,móu shēn lǜ yuǎn
3272.0,神光陸離,ㄕㄣˊ　ㄍㄨㄤ　ㄌㄨˋ　ㄌㄧˊ,shén guāng lù lí
3273.0,袖手無策,ㄒㄧㄡˋ　ㄕㄡˇ　ㄨˊ　ㄘㄜˋ,xiù shǒu wú cè
3274.0,遺珠滄海,ㄧˊ　ㄓㄨ　ㄘㄤ　ㄏㄞˇ,yí zhū cāng hǎi
3275.0,遺臭萬世,ㄧˊ　ㄔㄡˋ　ㄨㄢˋ　ㄕˋ,yí chòu wàn shì
3276.0,凌風知勁節,ㄌㄧㄥˊ　ㄈㄥ　ㄓ　ㄐㄧㄥˋ　ㄐㄧㄝˊ,líng fēng zhī jìng jié
3277.0,神鏡高懸,ㄕㄣˊ　ㄐㄧㄥˋ　ㄍㄠ　ㄒㄩㄢˊ,shén jìng gāo xuán
3278.0,神沒鬼出,ㄕㄣˊ　ㄇㄛˋ　ㄍㄨㄟˇ　ㄔㄨ,shén mò guǐ chū
3279.0,頭焦額爛,ㄊㄡˊ　ㄐㄧㄠ　ㄜˊ　ㄌㄢˋ,tóu jiāo é làn
3280.0,混融貫通,ㄏㄨㄣˊ　ㄖㄨㄥˊ　ㄍㄨㄢˋ　ㄊㄨㄥ,hún róng guàn tōng
3281.0,漫不加意,ㄇㄢˋ　ㄅㄨˋ　ㄐㄧㄚ　ㄧˋ,màn bù jiā yì
3282.0,渴而穿井,ㄎㄜˇ　ㄦˊ　ㄔㄨㄢ　ㄐㄧㄥˇ,kě ér chuān jǐng
3283.0,禍由自取,ㄏㄨㄛˋ　ㄧㄡˊ　ㄗˋ　ㄑㄩˇ,huò yóu zì qǔ
3284.0,馮河暴虎,ㄆㄧㄥˊ　ㄏㄜˊ　ㄅㄠˋ　ㄏㄨˇ,píng hé bào hǔ
3285.0,瀉水懸河,ㄒㄧㄝˋ　ㄕㄨㄟˇ　ㄒㄩㄢˊ　ㄏㄜˊ,xiè shuǐ xuán hé
3286.0,識之無,ㄕˋ　ㄓ　ㄨˊ,shì zhī wú
3287.0,鴻泥雪爪,ㄏㄨㄥˊ　ㄋㄧˊ　ㄒㄩㄝˇ　ㄓㄠˇ,hóng ní xuě zhǎo
3288.0,泥雪鴻跡,ㄋㄧˊ　ㄒㄩㄝˇ　ㄏㄨㄥˊ　ㄐㄧ,ní xuě hóng jī
3289.0,泥牛下水,ㄋㄧˊ　ㄋㄧㄡˊ　ㄒㄧㄚˋ　ㄕㄨㄟˇ,ní niú xià shuǐ
3290.0,洗心回面,ㄒㄧˇ　ㄒㄧㄣ　ㄏㄨㄟˊ　ㄇㄧㄢˋ,xǐ xīn huí miàn
3291.0,涇渭了然,ㄐㄧㄥ　ㄨㄟˋ　ㄌㄧㄠˇ　ㄖㄢˊ,jīng wèi liǎo rán
3292.0,涇渭不雜,ㄐㄧㄥ　ㄨㄟˋ　ㄅㄨˋ　ㄗㄚˊ,jīng wèi bù zá
3293.0,清源正本,ㄑㄧㄥ　ㄩㄢˊ　ㄓㄥˋ　ㄅㄣˇ,qīng yuán zhèng běn
3294.0,深居罕出,ㄕㄣ　ㄐㄩ　ㄏㄢˇ　ㄔㄨ,shēn jū hǎn chū
3295.0,清談高論,ㄑㄧㄥ　ㄊㄢˊ　ㄍㄠ　ㄌㄨㄣˋ,qīng tán gāo lùn
3296.0,清野堅壁,ㄑㄧㄥ　ㄧㄝˇ　ㄐㄧㄢ　ㄅㄧˋ,qīng yě jiān bì
3297.0,將陋就簡,ㄐㄧㄤ　ㄌㄡˋ　ㄐㄧㄡˋ　ㄐㄧㄢˇ,jiāng lòu jiù jiǎn 
3298.0,門戶匹敵,ㄇㄣˊ　ㄏㄨˋ　ㄆㄧˇ　ㄉㄧˊ,mén hù pǐ dí
3299.0,深藏簡出,ㄕㄣ　ㄘㄤˊ　ㄐㄧㄢˇ　ㄔㄨ,shēn cáng jiǎn chū
3300.0,深謀遠計,ㄕㄣ　ㄇㄡˊ　ㄩㄢˇ　ㄐㄧˋ,shēn móu yuǎn jì
3301.0,深計大慮,ㄕㄣ　ㄐㄧˋ　ㄉㄚˋ　ㄌㄩˋ,shēn jì dà lǜ
3302.0,深計遠慮,ㄕㄣ　ㄐㄧˋ　ㄩㄢˇ　ㄌㄩˋ,shēn jì yuǎn lǜ
3303.0,迫如星火,ㄆㄛˋ　ㄖㄨˊ　ㄒㄧㄥ　ㄏㄨㄛˇ,pò rú xīng huǒ
3304.0,閉口無言,ㄅㄧˋ　ㄎㄡˇ　ㄨˊ　ㄧㄢˊ,bì kǒu wú yán
3305.0,洞如指掌,ㄉㄨㄥˋ　ㄖㄨˊ　ㄓˇ　ㄓㄤˇ,dòng rú zhǐ zhǎng
3306.0,冠前絕後,ㄍㄨㄢˋ　ㄑㄧㄢˊ　ㄐㄩㄝˊ　ㄏㄡˋ,guàn qián jué hòu
3307.0,渾無所有,ㄏㄨㄣˊ　ㄨˊ　ㄙㄨㄛˇ　ㄧㄡˇ,hún wú suǒ yǒu
3308.0,通宵徹晝,ㄊㄨㄥ　ㄒㄧㄠ　ㄔㄜˋ　ㄓㄡˋ,tōng xiāo chè zhòu
3309.0,渾崙吞棗,ㄏㄨㄣˊ　ㄌㄨㄣˊ　ㄊㄨㄣ　ㄗㄠˇ,hún lún tūn zǎo
3310.0,聞風披靡,ㄨㄣˊ　ㄈㄥ　ㄆㄧ　ㄇㄧˇ,wén fēng pī mǐ
3311.0,將無作有,ㄐㄧㄤ　ㄨˊ　ㄗㄨㄛˋ　ㄧㄡˇ,jiāng wú zuò yǒu
3312.0,閉造出合,ㄅㄧˋ　ㄗㄠˋ　ㄔㄨ　ㄏㄜˊ,bì zào chū hé
3313.0,詞嚴理正,ㄘˊ　ㄧㄢˊ　ㄌㄧˇ　ㄓㄥˋ,cí yán lǐ zhèng
3314.0,問罪興師,ㄨㄣˋ　ㄗㄨㄟˋ　ㄒㄧㄥ　ㄕ,wèn zuì xīng shī
3315.0,詞簡意備,ㄘˊ　ㄐㄧㄢˇ　ㄧˋ　ㄅㄟˋ,cí jiǎn yì bèi
3316.0,門前如市,ㄇㄣˊ　ㄑㄧㄢˊ　ㄖㄨˊ　ㄕˋ,mén qián rú shì
3317.0,調高和寡,ㄉㄧㄠˋ　ㄍㄠ　ㄏㄜˋ　ㄍㄨㄚˇ,diào gāo hè guǎ
3318.0,朗然若揭,ㄌㄤˇ　ㄖㄢˊ　ㄖㄨㄛˋ　ㄐㄧㄝ,lǎng rán ruò jiē
3319.0,閉戶斲輪,ㄅㄧˋ　ㄏㄨˋ　ㄓㄨㄛˊ　ㄌㄨㄣˊ,bì hù zhuó lún
3320.0,設心積慮,ㄕㄜˋ　ㄒㄧㄣ　ㄐㄧ　ㄌㄩˋ,shè xīn jī lǜ
3321.0,迎刃而判,ㄧㄥˊ　ㄖㄣˋ　ㄦˊ　ㄆㄢˋ,yíng rèn ér pàn
3322.0,冷言酸語,ㄌㄥˇ　ㄧㄢˊ　ㄙㄨㄢ　ㄩˇ,lěng yán suān yǔ
3323.0,迎刃冰解,ㄧㄥˊ　ㄖㄣˋ　ㄅㄧㄥ　ㄐㄧㄝˇ,yíng rèn bīng jiě
3324.0,游刃皆虛,ㄧㄡˊ　ㄖㄣˋ　ㄐㄧㄝ　ㄒㄩ,yóu rèn jiē xū
3325.0,游刃餘地,ㄧㄡˊ　ㄖㄣˋ　ㄩˊ　ㄉㄧˋ,yóu rèn yú dì
3326.0,游刃恢恢,ㄧㄡˊ　ㄖㄣˋ　ㄏㄨㄟ　ㄏㄨㄟ,yóu rèn huī huī
3327.0,游思妄想,ㄧㄡˊ　ㄙ　ㄨㄤˋ　ㄒㄧㄤˇ,yóu sī wàng xiǎng
3328.0,濫廁其間,ㄌㄢˋ　ㄘˋ　ㄑㄧˊ　ㄐㄧㄢ,làn cì qí jiān
3329.0,游光掠影,ㄧㄡˊ　ㄍㄨㄤ　ㄌㄩㄝˋ　ㄧㄥˇ,yóu guāng lüè yǐng
3330.0,海覆天翻,ㄏㄞˇ　ㄈㄨˋ　ㄊㄧㄢ　ㄈㄢ,hǎi fù tiān fān
3331.0,海闊天高,ㄏㄞˇ　ㄎㄨㄛˋ　ㄊㄧㄢ　ㄍㄠ,hǎi kuò tiān gāo
3332.0,海約山盟,ㄏㄞˇ　ㄩㄝ　ㄕㄢ　ㄇㄥˊ,hǎi yuē shān méng
3333.0,海內尋針,ㄏㄞˇ　ㄋㄟˋ　ㄒㄩㄣˊ　ㄓㄣ,hǎi nèi xún zhēn
3334.0,通宵徹夜,ㄊㄨㄥ　ㄒㄧㄠ　ㄔㄜˋ　ㄧㄝˋ,tōng xiāo chè yè
3335.0,逆施倒行,ㄋㄧˋ　ㄕ　ㄉㄠˋ　ㄒㄧㄥˊ,nì shī dào xíng
3336.0,逆境順受,ㄋㄧˋ　ㄐㄧㄥˋ　ㄕㄨㄣˋ　ㄕㄡˋ,nì jìng shùn shòu
3337.0,道不由衷,ㄉㄠˋ　ㄅㄨˋ　ㄧㄡˊ　ㄓㄨㄥ,dào bù yóu zhōng
3338.0,道貌凜然,ㄉㄠˋ　ㄇㄠˋ　ㄌㄧㄣˇ　ㄖㄢˊ,dào mào lǐn rán
3339.0,游釜之魚,ㄧㄡˊ　ㄈㄨˇ　ㄓ　ㄩˊ,yóu fǔ zhī yú
3340.0,鴻爪雪泥,ㄏㄨㄥˊ　ㄓㄠˇ　ㄒㄩㄝˇ　ㄋㄧˊ,hóng zhǎo xuě ní
3341.0,聞雞舞,ㄨㄣˊ　ㄐㄧ　ㄨˇ,wén jī wǔ
3342.0,力爭上流,ㄌㄧˋ　ㄓㄥ　ㄕㄤˋ　ㄌㄧㄡˊ,lì zhēng shàng liú
3343.0,力省功倍,ㄌㄧˋ　ㄕㄥˇ　ㄍㄨㄥ　ㄅㄟˋ,lì shěng gōng bèi
3344.0,力半功倍,ㄌㄧˋ　ㄅㄢˋ　ㄍㄨㄥ　ㄅㄟˋ,lì bàn gōng bèi 
3345.0,十寒一暴,ㄕˊ　ㄏㄢˊ　ㄧ　ㄆㄨˋ　（變）　ㄕˊ　ㄏㄢˊ　ㄧˊ　ㄆㄨˋ,shí hán yī pù （變） shí hán yí pù
3346.0,力不逮心,ㄌㄧˋ　ㄅㄨˋ　ㄉㄞˋ　ㄒㄧㄣ　（變）　ㄌㄧˋ　ㄅㄨˊ　ㄉㄞˋ　ㄒㄧㄣ,lì bù dài xīn （變） lì bú dài xīn
3347.0,道聽途傳,ㄉㄠˋ　ㄊㄧㄥ　ㄊㄨˊ　ㄔㄨㄢˊ,dào tīng tú chuán
3348.0,壺漿簞食,ㄏㄨˊ　ㄐㄧㄤ　ㄉㄢ　ㄙˋ,hú jiāng dān sì
3349.0,境與心違,ㄐㄧㄥˋ　ㄩˇ　ㄒㄧㄣ　ㄨㄟˊ,jìng yǔ xīn wéi
3350.0,九層雲外,ㄐㄧㄡˇ　ㄘㄥˊ　ㄩㄣˊ　ㄨㄞˋ,jiǔ céng yún wài
3351.0,力與願違,ㄌㄧˋ　ㄩˇ　ㄩㄢˋ　ㄨㄟˊ,lì yǔ yuàn wéi
3352.0,力不及心,ㄌㄧˋ　ㄅㄨˋ　ㄐㄧˊ　ㄒㄧㄣ,lì bù jí xīn
3353.0,九仞一簣,ㄐㄧㄡˇ　ㄖㄣˋ　ㄧ　ㄎㄨㄟˋ　（變）　ㄐㄧㄡˇ　ㄖㄣˋ　ㄧˊ　ㄎㄨㄟˋ,jiǔ rèn yī kuì （變） jiǔ rèn yí kuì
3354.0,九死餘生,ㄐㄧㄡˇ　ㄙˇ　ㄩˊ　ㄕㄥ,jiǔ sǐ yú shēng
3355.0,才盡江淹,ㄘㄞˊ　ㄐㄧㄣˋ　ㄐㄧㄤ　ㄧㄢ,cái jìn jiāng yān
3356.0,聲淚俱咽,ㄕㄥ　ㄌㄟˋ　ㄐㄩˋ　ㄧㄝˋ,shēng lèi jù yè
3357.0,聲遏行雲,ㄕㄥ　ㄜˋ　ㄒㄧㄥˊ　ㄩㄣˊ,shēng è xíng yún
3358.0,義盡仁至,ㄧˋ　ㄐㄧㄣˋ　ㄖㄣˊ　ㄓˋ,yì jìn rén zhì
3359.0,談過其實,ㄊㄢˊ　ㄍㄨㄛˋ　ㄑㄧˊ　ㄕˊ,tán guò qí shí
3360.0,十成九穩,ㄕˊ　ㄔㄥˊ　ㄐㄧㄡˇ　ㄨㄣˇ,shí chéng jiǔ wěn
3361.0,九霄雲路,ㄐㄧㄡˇ　ㄒㄧㄠ　ㄩㄣˊ　ㄌㄨˋ,jiǔ xiāo yún lù
3362.0,九鼎一言,ㄐㄧㄡˇ　ㄉㄧㄥˇ　ㄧ　ㄧㄢˊ　（變）　ㄐㄧㄡˇ　ㄉㄧㄥˇ　ㄧˋ　ㄧㄢˊ,jiǔ dǐng yī yán （變） jiǔ dǐng yì yán
3363.0,義切辭嚴,ㄧˋ　ㄑㄧㄝˋ　ㄘˊ　ㄧㄢˊ,yì qiè cí yán
3364.0,直言厲色,ㄓˊ　ㄧㄢˊ　ㄌㄧˋ　ㄙㄜˋ,zhí yán lì sè
3365.0,有色有聲,ㄧㄡˇ　ㄙㄜˋ　ㄧㄡˇ　ㄕㄥ,yǒu sè yǒu shēng
3366.0,義不得辭,ㄧˋ　ㄅㄨˋ　ㄉㄜˊ　ㄘˊ,yì bù dé cí
3367.0,義無所辭,ㄧˋ　ㄨˊ　ㄙㄨㄛˇ　ㄘˊ,yì wú suǒ cí
3368.0,十行一目,ㄕˊ　ㄏㄤˊ　ㄧ　ㄇㄨˋ　（變）　ㄕˊ　ㄏㄤˊ　ㄧˊ　ㄇㄨˋ,shí háng yī mù （變） shí háng yí mù
3369.0,內荏外剛,ㄋㄟˋ　ㄖㄣˇ　ㄨㄞˋ　ㄍㄤ,nèi rěn wài gāng
3370.0,有觸即發,ㄧㄡˇ　ㄔㄨˋ　ㄐㄧˊ　ㄈㄚ,yǒu chù jí fā
3371.0,才傾八斗,ㄘㄞˊ　ㄑㄧㄥ　ㄅㄚ　ㄉㄡˇ,cái qīng bā dǒu
3372.0,才富八斗,ㄘㄞˊ　ㄈㄨˋ　ㄅㄚ　ㄉㄡˇ,cái fù bā dǒu
3373.0,有恃不恐,ㄧㄡˇ　ㄕˋ　ㄅㄨˋ　ㄎㄨㄥˇ,yǒu shì bù kǒng
3374.0,有目咸睹,ㄧㄡˇ　ㄇㄨˋ　ㄒㄧㄢˊ　ㄉㄨˇ,yǒu mù xián dǔ
3375.0,南山之壽,ㄋㄢˊ　ㄕㄢ　ㄓ　ㄕㄡˋ,nán shān zhī shòu
3376.0,南山捷徑,ㄋㄢˊ　ㄕㄢ　ㄐㄧㄝˊ　ㄐㄧㄥˋ,nán shān jié jìng
3377.0,直口無言,ㄓˊ　ㄎㄡˇ　ㄨˊ　ㄧㄢˊ,zhí kǒu wú yán
3378.0,聲西擊東,ㄕㄥ　ㄒㄧ　ㄐㄧˊ　ㄉㄨㄥ,shēng xī jí dōng
3379.0,寸草無遺,ㄘㄨㄣˋ　ㄘㄠˇ　ㄨˊ　ㄧˊ,cùn cǎo wú yí
3380.0,志與願違,ㄓˋ　ㄩˇ　ㄩㄢˋ　ㄨㄟˊ,zhì yǔ yuàn wéi
3381.0,聲色不動,ㄕㄥ　ㄙㄜˋ　ㄅㄨˋ　ㄉㄨㄥˋ　（變）　ㄕㄥ　ㄙㄜˋ　ㄅㄨˊ　ㄉㄨㄥˋ,shēng sè bù dòng （變） shēng sè bú dòng
3382.0,志陵雲霓,ㄓˋ　ㄌㄧㄥˊ　ㄩㄣˊ　ㄋㄧˊ,zhì líng yún ní
3383.0,聲淚俱發,ㄕㄥ　ㄌㄟˋ　ㄐㄩˋ　ㄈㄚ,shēng lèi jù fā
3384.0,李戴張帽,ㄌㄧˇ　ㄉㄞˋ　ㄓㄤ　ㄇㄠˋ,lǐ dài zhāng mào
3385.0,李代桃,ㄌㄧˇ　ㄉㄞˋ　ㄊㄠˊ,lǐ dài táo
3386.0,牽湊附會,ㄑㄧㄢ　ㄘㄡˋ　ㄈㄨˋ　ㄏㄨㄟˋ,qiān còu fù huì
3387.0,十家九空,ㄕˊ　ㄐㄧㄚ　ㄐㄧㄡˇ　ㄎㄨㄥ,shí jiā jiǔ kōng 
3388.0,古香古色,ㄍㄨˇ　ㄒㄧㄤ　ㄍㄨˇ　ㄙㄜˋ,gǔ xiāng gǔ sè
3389.0,十色五光,ㄕˊ　ㄙㄜˋ　ㄨˇ　ㄍㄨㄤ,shí sè wǔ guāng
3390.0,喜動顏開,ㄒㄧˇ　ㄉㄨㄥˋ　ㄧㄢˊ　ㄎㄞ,xǐ dòng yán kāi
3391.0,右盼左顧,ㄧㄡˋ　ㄆㄢˋ　ㄗㄨㄛˇ　ㄍㄨˋ,yòu pàn zuǒ gù
3392.0,喜容可掬,ㄒㄧˇ　ㄖㄨㄥˊ　ㄎㄜˇ　ㄐㄩˊ,xǐ róng kě jú
3393.0,較量錙銖,ㄐㄧㄠˋ　ㄌㄧㄤˋ　ㄗ　ㄓㄨ,jiào liàng zī zhū
3394.0,志合意同,ㄓˋ　ㄏㄜˊ　ㄧˋ　ㄊㄨㄥˊ,zhì hé yì tóng
3395.0,奮不慮身,ㄈㄣˋ　ㄅㄨˋ　ㄌㄩˋ　ㄕㄣ　（變）　ㄈㄣˋ　ㄅㄨˊ　ㄌㄩˋ　ㄕㄣ,fèn bù lǜ shēn （變） fèn bú lǜ shēn
3396.0,奮不顧命,ㄈㄣˋ　ㄅㄨˋ　ㄍㄨˋ　ㄇㄧㄥˋ　（變）　ㄈㄣˋ　ㄅㄨˊ　ㄍㄨˋ　ㄇㄧㄥˋ,fèn bù gù mìng （變） fèn bú gù mìng
3397.0,奮身不顧,ㄈㄣˋ　ㄕㄣ　ㄅㄨˋ　ㄍㄨˋ　（變）　ㄈㄣˋ　ㄕㄣ　ㄅㄨˊ　ㄍㄨˋ,fèn shēn bù gù （變） fèn shēn bú gù
3398.0,帷幄運籌,ㄨㄟˊ　ㄨㄛˋ　ㄩㄣˋ　ㄔㄡˊ,wéi wò yùn chóu 
3399.0,喜出意外,ㄒㄧˇ　ㄔㄨ　ㄧˋ　ㄨㄞˋ,xǐ chū yì wài
3400.0,喜出非望,ㄒㄧˇ　ㄔㄨ　ㄈㄟ　ㄨㄤˋ,xǐ chū fēi wàng
3401.0,吉人天佑,ㄐㄧˊ　ㄖㄣˊ　ㄊㄧㄢ　ㄧㄡˋ,jí rén tiān yòu
3402.0,志人人殊,ㄓˋ　ㄖㄣˊ　ㄖㄣˊ　ㄕㄨ,zhì rén rén shū
3403.0,七行俱下,ㄑㄧ　ㄏㄤˊ　ㄐㄩˋ　ㄒㄧㄚˋ,qī háng jù xià
3404.0,大言聳聽,ㄉㄚˋ　ㄧㄢˊ　ㄙㄨㄥˇ　ㄊㄧㄥ,dà yán sǒng tīng
3405.0,大敗塗地,ㄉㄚˋ　ㄅㄞˋ　ㄊㄨˊ　ㄉㄧˋ,dà bài tú dì
3406.0,大才晚成,ㄉㄚˋ　ㄘㄞˊ　ㄨㄢˇ　ㄔㄥˊ,dà cái wǎn chéng
3407.0,走馬觀花,ㄗㄡˇ　ㄇㄚˇ　ㄍㄨㄢ　ㄏㄨㄚ,zǒu mǎ guān huā
3408.0,木直自寇,ㄇㄨˋ　ㄓˊ　ㄗˋ　ㄎㄡˋ,mù zhí zì kòu
3409.0,木槁灰寒,ㄇㄨˋ　ㄍㄠˇ　ㄏㄨㄟ　ㄏㄢˊ,mù gǎo huī hán
3410.0,奈如之何,ㄋㄞˋ　ㄖㄨˊ　ㄓ　ㄏㄜˊ,nài rú zhī hé
3411.0,大道康莊,ㄉㄚˋ　ㄉㄠˋ　ㄎㄤ　ㄓㄨㄤ,dà dào kāng zhuāng
3412.0,大海一粟,ㄉㄚˋ　ㄏㄞˇ　ㄧ　ㄙㄨˋ　（變）　ㄉㄚˋ　ㄏㄞˇ　ㄧˊ　ㄙㄨˋ,dà hǎi yī sù （變） dà hǎi yí sù
3413.0,東海桑田,ㄉㄨㄥ　ㄏㄞˇ　ㄙㄤ　ㄊㄧㄢˊ,dōng hǎi sāng tián
3414.0,東風馬耳,ㄉㄨㄥ　ㄈㄥ　ㄇㄚˇ　ㄦˇ,dōng fēng mǎ ěr
3415.0,奄奄餘息,ㄧㄢ　ㄧㄢ　ㄩˊ　ㄒㄧˊ,yān yān yú xí
3416.0,枉費心神,ㄨㄤˇ　ㄈㄟˋ　ㄒㄧㄣ　ㄕㄣˊ,wǎng fèi xīn shén
3417.0,喪氣垂頭,ㄙㄤˋ　ㄑㄧˋ　ㄔㄨㄟˊ　ㄊㄡˊ,sàng qì chuí tóu
3418.0,杯蛇弓影,ㄅㄟ　ㄕㄜˊ　ㄍㄨㄥ　ㄧㄥˇ,bēi shé gōng yǐng
3419.0,刈草除根,ㄧˋ　ㄘㄠˇ　ㄔㄨˊ　ㄍㄣ,yì cǎo chú gēn
3420.0,垢面蓬頭,ㄍㄡˋ　ㄇㄧㄢˋ　ㄆㄥˊ　ㄊㄡˊ,gòu miàn péng tóu
3421.0,桃僵李代,ㄊㄠˊ　ㄐㄧㄤ　ㄌㄧˇ　ㄉㄞˋ,táo jiāng lǐ dài
